Galaxy,T,D_Mpc,e_D_Mpc,f_D,Inc_deg,e_Inc_deg,L36_1e9_Lsun,e_L36_1e9_Lsun,Reff_kpc,SBeff_Lsun_pc2,Rdisk_kpc,SBdisk_Lsun_pc2,MHI_1e9_Msun,RHI_kpc,Vflat_kms,e_Vflat_kms,Q,Ref,Mbar_kg,N_baryon,Rbar_kpc,Vflat_used_kms,A_chi_obs_m2_s2,C_A_obs,f_A_obs,H_A_eff_m,H_A_eff_AU,H_A_eff_pc,epsilon_g,R_tension,p_chi,Lambda_target,theta_rms_rad,epsilon_z,Lambda_local_LPV,C_Lambda_req,f_Lambda_req,H_Lambda_eff_m,H_Lambda_eff_AU,H_Lambda_eff_pc,C_A_over_C_Lambda
UGC07232,10,2.83,0.17,2,59.0,5.0,0.113,0.002,0.46,83.34,0.29,227.42,0.046,1.54,0.0,0.0,2,"Sw09,Sw02",2.340031496e+38,1.3970942018316044e+65,0.29,35.13333333333333,1234351111.1111112,6.551992395390967e+30,4.689728428334496e-35,3.6065212121800556,2.4108105251126783e-11,1.168793925137491e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,6.173308439224958e-08,130849971335155.17,874.6780333361735,0.004240558771273597,7.596782947918407e-28
UGC07261,8,13.1,3.93,1,30.0,10.0,1.753,0.048,2.66,39.16,1.2,566.02,1.388,10.1,74.7,3.4,2,"Sw09,Sw02",5.4136891138e+39,3.232193106946479e+66,1.2,74.7,5580090000.0,1.225629270248837e+32,3.791943209131817e-35,15.598446963755505,1.0426917770130738e-10,5.055112386763518e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.668371950928152e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.421069955338441e-26
UGC07323,8,8.0,2.4,1,47.0,3.0,4.109,0.042,3.26,61.49,2.26,283.68,0.722,7.14,0.0,0.0,1,"Sw09,Sw02",5.9947598172e+39,3.579116006045078e+66,2.26,82.63333333333333,6828267777.777777,2.824591564085229e+32,7.891869275302988e-35,23.679887097767377,1.5829026835050652e-10,7.674128768282535e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.4097272656131603e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.2750051791835803e-26
UGC07399,8,8.43,2.53,1,55.0,3.0,1.156,0.024,1.27,113.98,1.64,135.78,0.745,7.85,103.0,3.3,1,"Sw09,Sw02",3.1196111595e+39,1.8625350429499596e+66,1.64,103.0,10609000000.0,3.1846005951568658e+32,1.7098204982564861e-34,25.143705686449273,1.680752912377467e-10,8.148520064852932e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.6306207548713586e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.6924217913068675e-26
UGC07524,9,4.74,0.24,2,46.0,3.0,2.436,0.025,3.61,29.71,3.46,106.86,1.779,12.11,79.5,3.6,1,"Sw09,Sw02",7.1268156729e+39,4.254999503703772e+66,3.46,79.5,6320250000.0,4.0026446030595876e+32,9.406921433423149e-35,28.18871727784113,1.8842993650872283e-10,9.135341115003008e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.0269552132854354e-09,130849971335155.17,874.6780333361735,0.004240558771273597,4.6409123259194916e-26
UGC07559,10,4.97,0.25,2,61.0,3.0,0.109,0.004,0.98,17.9,0.58,55.06,0.169,3.76,0.0,0.0,2,"Sw09,Sw02",5.553200169e+38,3.3154868945063917e+65,0.58,30.96666666666667,958934444.4444445,1.0180136155948092e+31,3.0704799867603476e-35,4.495506105552607,3.005060222125613e-11,1.4568943082445585e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.6013353998925522e-08,130849971335155.17,874.6780333361735,0.004240558771273597,1.1803475964257332e-27
UGC07577,10,2.59,0.13,2,63.0,3.0,0.045,0.002,0.77,11.94,0.9,54.55,0.044,2.07,0.0,0.0,2,"Sw09,Sw02",1.611058394e+38,9.618675410638731e+64,0.9,15.933333333333332,253871111.11111107,4.1820812654684665e+30,4.347876487071055e-35,2.8813633805595416,1.9260724548264187e-11,9.337862769080764e-17,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,8.966612405924378e-08,130849971335155.17,874.6780333361735,0.004240558771273597,4.848962228141306e-28
UGC07603,7,4.7,1.41,1,78.0,3.0,0.376,0.008,0.85,81.81,0.53,520.99,0.258,4.37,61.6,2.8,1,"Sw09,Sw02",1.0561559558e+39,6.305681631210387e+65,0.53,61.6,3794560000.0,3.681069086653286e+31,5.837702094621448e-35,8.548477692880772,5.7143043900829874e-11,2.770372946336515e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.3677654424972572e-08,130849971335155.17,874.6780333361735,0.004240558771273597,4.268057894461063e-27
UGC07608,10,8.21,2.46,1,25.0,10.0,0.264,0.012,1.6,16.48,1.5,46.65,0.535,6.73,0.0,0.0,1,"Sw09,Sw02",1.6773738685e+39,1.0014605828985808e+66,1.5,65.56666666666666,4298987777.777777,1.180304720194129e+32,1.1785833015792894e-34,15.307309752983128,1.023230456513652e-10,4.960761242457746e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,8.612114719079996e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.3685178844264088e-26
UGC07690,10,8.11,2.43,1,41.0,5.0,0.858,0.018,0.86,184.01,0.57,395.21,0.39,5.5,57.4,3.2,2,"Sw09,Sw02",1.884473019e+39,1.1251072187931777e+66,0.57,57.4,3294760000.0,3.437441492630768e+31,3.0552123701755876e-35,8.260749561890357,5.521970014169698e-11,2.677126609546088e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.665663576321549e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.985581078215886e-27
UGC07866,10,4.57,0.23,2,44.0,5.0,0.124,0.004,0.95,21.92,0.61,97.46,0.118,3.3,0.0,0.0,2,"Sw09,Sw02",4.353556218e+38,2.599250548513014e+65,0.61,30.633333333333336,938401111.1111113,1.0477436147941515e+31,4.0309450560414324e-35,4.560676943109786,3.048624236273829e-11,1.478014738307663e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.318146236996406e-08,130849971335155.17,874.6780333361735,0.004240558771273597,1.2148183859703104e-27
UGC08286,6,6.5,0.21,2,90.0,3.0,1.255,0.018,2.25,39.52,1.05,1488.78,0.642,8.07,82.4,2.3,1,"Sw09,Sw02",2.9456399192e+39,1.7586671200078736e+66,1.05,82.4,6789760000.0,1.304909512161838e+32,7.419877800160361e-35,16.095037652814312,1.075886814264283e-10,5.216046468806787e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.904107962466875e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.5129923437550095e-26
UGC08490,9,4.65,0.53,2,50.0,3.0,1.017,0.012,1.14,124.98,0.67,576.54,0.72,7.8,78.6,3.8,1,"Sw09,Sw02",2.915295867e+39,1.7405504837740614e+66,0.67,78.6,6177960000.0,7.576289639154206e+31,4.3528123486119315e-35,12.26394186541282,8.197938786178739e-11,3.9744728804379557e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,4.955152698506193e-09,130849971335155.17,874.6780333361735,0.004240558771273597,8.784416169302216e-27
UGC08550,7,6.7,2.0,1,90.0,3.0,0.289,0.009,1.01,45.38,0.45,1284.78,0.288,5.59,56.9,1.9,1,"Sw09,Sw02",1.0489974638e+39,6.262942515586715e+65,0.45,56.9,3237610000.0,2.666697299002124e+31,4.257898411753675e-35,7.27593246103308,4.8636604431516684e-11,2.3579691231111975e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.3770992476930529e-08,130849971335155.17,874.6780333361735,0.004240558771273597,3.0919328573351563e-27
UGC08699,2,39.3,9.82,1,73.0,9.0,50.302,0.695,1.91,2191.95,3.09,1370.35,3.738,19.05,182.4,6.9,2,"No07,No05",5.98977671138e+40,3.576140888718608e+67,3.09,182.4,33269760000.0,1.881675896816116e+33,5.261749901275149e-35,61.118714256246456,4.085533702469099e-10,1.9807226335911156e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.4117320024406744e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.181730762767279e-25
UGC08837,10,7.21,0.36,2,80.0,5.0,0.501,0.015,2.25,15.73,1.72,77.42,0.32,4.75,0.0,0.0,2,"Sw09,Sw02",1.344404567e+39,8.0266433536569315e+65,1.72,45.86666666666667,2103751111.111111,6.62307205207207e+31,8.251359578664479e-35,11.466517505694878,7.664893525583368e-11,3.716045245450722e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.0745081158526743e-08,130849971335155.17,874.6780333361735,0.004240558771273597,7.679197073459631e-27
UGC09037,6,83.6,8.4,1,65.0,5.0,68.614,1.769,5.69,334.83,4.28,841.07,19.078,39.72,152.3,9.6,2,Ha14,1.186733610678e+41,7.085283464906483e+67,4.28,152.3,23195290000.0,1.817105948758524e+33,2.564619972875718e-35,60.06091215624395,4.0148239995132464e-10,1.946441602210927e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.217268648357901e-10,130849971335155.17,874.6780333361735,0.004240558771273597,2.1068643937682924e-25
UGC09133,2,57.1,11.4,1,53.0,6.0,282.926,2.345,5.92,1284.78,6.97,864.63,33.428,60.35,226.8,4.2,1,"No07,No05",3.697007965728e+41,2.2072644756589393e+68,6.97,226.8,51438240000.0,6.562292028473394e+33,2.9730429229666003e-35,114.13782043644665,7.629642046532595e-10,3.698954846127561e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.9074127825051655e-11,130849971335155.17,874.6780333361735,0.004240558771273597,7.6087249759685975e-25
UGC09992,10,10.7,3.21,1,30.0,10.0,0.336,0.017,1.62,20.18,1.04,73.25,0.318,5.45,33.6,3.3,2,"Sw09,Sw02",1.1750664618e+39,7.015625829625835e+65,1.04,33.6,1128960000.0,2.149060137288306e+31,3.063247940352203e-35,6.531697794840866,4.3661702965942456e-11,2.116779093842971e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.2293548196568063e-08,130849971335155.17,874.6780333361735,0.004240558771273597,2.4917524960022177e-27
UGC10310,9,15.2,4.6,1,34.0,6.0,1.741,0.053,3.12,28.37,1.8,158.79,1.196,9.58,71.4,3.9,1,"Sw09,Sw02",4.8939825946e+39,2.9219071275186164e+66,1.8,71.4,5097960000.0,1.679598983499664e+32,5.748296951950135e-35,18.260160903963513,1.2206163642918424e-10,5.917715127948665e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.951734278386762e-09,130849971335155.17,874.6780333361735,0.004240558771273597,1.9474303612084634e-26
UGC11455,6,78.6,11.8,1,90.0,1.0,374.322,3.792,10.06,571.26,5.93,9568.2,13.335,43.44,269.4,7.4,1,SG06,4.074306427785e+41,2.4325270392615516e+68,5.93,269.4,72576360000.0,7.877466239860722e+33,3.2383879450121567e-35,125.053276142329,8.359295192984923e-10,4.052700673992269e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,3.545569396497858e-11,130849971335155.17,874.6780333361735,0.004240558771273597,9.133618843311542e-25
UGC11557,8,24.2,6.05,1,30.0,10.0,12.101,0.212,4.18,106.86,2.75,337.93,2.605,16.66,0.0,0.0,2,"Sw02,dB01",1.89205903205e+40,1.1296363778516308e+67,2.75,81.39999999999999,6625959999.999998,3.3351715546731696e+32,2.952429312710412e-35,25.73125019221742,1.7200278367476404e-10,8.338930271444956e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.634928898945293e-10,130849971335155.17,874.6780333361735,0.004240558771273597,3.8670030222786586e-26
UGC11820,9,18.1,5.43,1,45.0,10.0,0.97,0.047,2.74,20.18,2.08,34.11,1.977,12.99,0.0,0.0,1,"KN08,vZ97",6.192910852700001e+39,3.697420252486717e+66,2.08,80.88333333333334,6542113611.111113,2.490680905479404e+32,6.736266735717384e-35,22.236213958201567,1.4863990947300006e-10,7.206266167139335e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.3326245970440403e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.887848625215454e-26
UGC11914,2,16.9,5.1,1,31.0,5.0,150.028,0.553,3.12,2425.66,2.44,3168.33,0.888,9.26,288.1,10.5,1,"No07,No05",1.515115511888e+41,9.045857290306524e+67,2.44,288.1,83001610000.0,3.7069183258815373e+33,4.0979182037879863e-35,85.78439786571899,5.734332812647378e-10,2.7800829996067748e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,9.534412438499843e-11,130849971335155.17,874.6780333361735,0.004240558771273597,4.2980290922182495e-25
UGC12506,6,100.6,10.1,1,86.0,4.0,139.571,3.214,12.36,144.82,7.38,5608.28,35.556,59.01,234.0,16.8,2,Ha14,2.328000854806e+41,1.3899114185719837e+68,7.38,234.0,54756000000.0,7.396474275123406e+33,5.321543643927076e-35,121.17531967109728,8.100069814101791e-10,3.927024663818924e-15,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,6.205210858272135e-11,130849971335155.17,874.6780333361735,0.004240558771273597,8.575927177128804e-25
UGC12632,9,9.77,2.93,1,46.0,3.0,1.301,0.03,3.94,13.09,2.42,66.81,1.744,12.6,71.7,2.8,1,"Sw09,Sw02",5.905795669400001e+39,3.526000782906103e+66,2.42,71.7,5140890000.0,2.27714324904758e+32,6.458147315471597e-35,21.261650476472113,1.4212535497319825e-10,6.890431652355574e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,2.446027087790631e-09,130849971335155.17,874.6780333361735,0.004240558771273597,2.6402599332229416e-26
UGC12732,9,13.2,4.0,1,39.0,6.0,1.667,0.048,3.12,26.84,1.98,120.46,3.66,17.41,0.0,0.0,1,"Sw09,Sw02",1.1336864011000002e+40,6.768569997367886e+66,1.98,94.76666666666667,8980721111.111113,3.2547158185328676e+32,4.808572297839187e-35,25.418992669572397,1.6991547106005967e-10,8.237734500208836e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.2742268204233998e-09,130849971335155.17,874.6780333361735,0.004240558771273597,3.7737176935589816e-26
UGCA442,9,4.35,0.22,2,64.0,7.0,0.14,0.005,1.71,7.6,1.18,116.1,0.263,4.37,56.4,2.1,1,Co00,8.347398213000002e+38,4.983737041017074e+65,1.18,56.4,3180960000.0,6.87031879790331e+31,1.378547612235421e-34,11.678585468316546,7.80665220278202e-11,3.7847717915726187e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,1.7305675150146336e-08,130849971335155.17,874.6780333361735,0.004240558771273597,7.96587015689916e-27
UGCA444,10,0.98,0.05,2,78.0,4.0,0.012,0.0,0.41,11.94,0.83,22.74,0.067,2.08,37.0,4.8,2,Ke07,1.8912338170000004e+38,1.1291436908243025e+65,0.83,37.0,1369000000.0,2.079783914634659e+31,1.8419125320678769e-34,6.425558857476602,4.295220799206604e-11,2.082381806841597e-16,9.602438026441348e-43,1.0414021910335607e+42,1.3333333333333333,1.055580396198112e+56,1.3764782068224427e-28,9.473461269285635e-57,0.012239048323126552,8.624693426559301e+57,7.638260299947355e-08,130849971335155.17,874.6780333361735,0.004240558771273597,2.411429382788345e-27
